overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,Positive/Negative
5,True,"08 16, 2013",A14YENXHLKG9WL,B000FI4S1E,,Samyel F,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne.",the best summer scent,1376611200,,,0
5,True,"08 13, 2013",A10JB7YPWZGRF4,B000FI4S1E,,Amazon Customer,"i continually get compliments on how wonderful i smell whenever i have used this product- especially when using it with the body lotion. i bought this product at bath and body during one of their annual sales a year ago and now they no longer carry it. however, other dealers have it online for $ 45 and the lotion for $45  up to 95? i don't know why bath & body stopped selling it.",heaven !,1376352000,,,0
5,True,"08 11, 2013",A1NO7CJ510NQWC,B000FI4S1E,,Patrice Wolfe,it makes taking a shower like a walk in a meadow of wild flowers.  great consistency and viscosity.  easy to get out of the bottle and spread on body.  love the bubbles.,what a way to take a shower.,1376179200,,,0
5,True,"08 9, 2013",A115LE3GBAO8I6,B000FI4S1E,,Leslie A. Pritchard,this cream smells incredible and has made my skin so soft.  try the coordinating hand cream and massage cream.  love it!,awesome,1376006400,,,0
5,True,"08 4, 2013",A7M85H7UTJEKI,B000FI4S1E,,TMB,"this stuff smells heavenly and i am so happy to find amazon has it!  i have been importing it at a much higher price and love the convenience of ordering it now via amazon, not to mention the price break.  i use it as bubble bath daily and love it!",hard to find in ca!,1375574400,,,0
5,True,"08 4, 2013",A1HPJKECRYBG6V,B000FI4S1E,,Underhilll,years ago we discovered this bath/shower gel in various french hotels and fell in love with the scent.  i finally used up the last of my stash and was very glad to find it available in the u.s. so i no longer have to ask friends to bring it back for me.,brings back memories,1375574400,,,0
5,True,"07 29, 2013",A3PQ3YQZYJ66HK,B000FI4S1E,,Tina,"would definitely buy it again/ always get lots of compliments whenever i wear it. now, i just need to find more cologne before it runs out.",love it!,1375056000,,,0
5,True,"07 29, 2013",A2OMMYTOUX444Q,B000FI4S1E,,Billye J Curtis,"product has been unavailable for some time and i was happy to find it on amazon.  used it for years until thymes discontinued it. was told this was a special ""edition"" just released last christmas, and i hope they will do it again this year, as i will order some for gifts if it is available.",my favorite thymes product!,1375056000,,,0
5,True,"07 25, 2013",A1TK8ZGWS7VJP2,B000FI4S1E,,widgetbear,"great product - kids love it and it smells good, too.  easily rinses out of hair and leaves hair nicely manageable.",great product,1374710400,,,0
5,True,"07 22, 2013",AXRLM8I2VTIMV,B000FI4S1E,,tk amazon queen,by far my favorite fragrance and this is the perfect size. great for gifts too since it comes pre-packed with a ribbon.,awesome stuff!,1374451200,,,0
5,True,"07 18, 2013",AYORX1AK30JMB,B000FI4S1E,,Westy,"great product! i use it on my face, neck and arms after shaving. my skin feels great and my eyes don't sting when i perspire.",nice!,1374105600,,,0
5,True,"07 12, 2013",A3N20YR4PHW97O,B000FI4S1E,,Bonita,i only use this in the winter as the beautiful fragrance seems a bit much in the summer.  but it is absolutely wonderful and i start using it in september and consider it a great asset to my layers of this fragrance.,wonderful stuff.,1373587200,,,0
5,True,"07 12, 2013",AJF8LK89RBHC8,B000FI4S1E,,Shelley R. Langdale,"i have had multiple surgeries on my feet that have left long scars and using vitamin e gel -- only the pure gel, not other lotions with vitamin e in them -- has significantly enhanced the reduction of the scars so that you can hardly notice them. i continue to use this gel everyday even though my surgery was 2 years ago and it still helps.  my scars are barely noticeable now.  it also keeps my feet soft and smooth.  highly recommend this product!",best vitamin e gel ever!,1373587200,,,0
5,True,"07 6, 2013",A62R447U5SPTV,B000FI4S1E,,Jo E. Ambrose,this has been my fav for years! they don't make it anymore. just wished they had the lotion to go with it!!,feels like i am at the beach!,1373068800,,,0
5,True,"07 4, 2013",A3H3TEMEMXODT,B000FI4S1E,,aspielicious,the in shower lotion is amazing. and it smells so wonderful.  i never want to run out of this. buying the set with the body wash is so convenient.,the best for moist skin,1372896000,,,0
5,True,"06 17, 2013",AIHUVM8SI43E5,B000FI4S1E,,fuzzymitton,this bath and body product is seasonal but i just love it and use it all year.  i was so glad i found this seller and didn't have to wait till autumn to get more.  item was received in a timely fashion and in perfect condition!,wonderful fall fragrance,1371427200,,,0
5,True,"06 7, 2013",A1AIIT0GCPBL2M,B000FI4S1E,,Annette Kuykendall,this smells just like fresh peaches....wonderful for summer...i wish they had body lotion also...i would buy it by the gallon..,love it!!!,1370563200,,,0
5,False,"06 6, 2013",A2D0I7M2G43WWP,B000FI4S1E,,Mena P.,"i, like a lot of people, sometimes take softsoap with a grain of salt. they smell fantastic, and feel great when you're scrubbing your body, but after you get out of the shower your skin feels kind of waxy.

however, i saw this and couldn't pass it up. black orchid and velvet? it sounded (and smelled) wonderful! i would be lying if i said i wasn't also attracted to it because it's my favorite color, purple. softsoap is also pretty reasonable, price wise, so i don't feel bad buying more than one bottle at a time.

this one, thankfully, leaves my skin nothing but silky smooth and smelling wonderful! i have learned the hard way that things that are orchid scented either turn out fresh and delightful, or horribly wrong. this is definitely fresh and delightful. if you are a fan of olay's orchid body wash, or a fan of orchid in general, definitely give this a try.",so cozy!!,1370476800,,,0
5,True,"06 6, 2013",A1TB2OE42GDXLB,B000FI4S1E,,duwal,thank you for selling this.  the company doesn't make it any more or slowed down how much product it produces.  so it's wonderful to see that someone on amazon sells it...thanks.,i love this scent.,1370476800,,,0
5,True,"06 4, 2013",A3HHQ7UIJJAOAV,B000FI4S1E,,redlin51,"we both love the shower gel.  it smells so good, and matches the lotion that is sold, too.  we love using it.","shower gel used by grandmom and grand-daughter, too.",1370304000,,,0
5,True,"05 27, 2013",A32MXI9376X72P,B000FI4S1E,,furga,"not found often elsewhere, such as sephora and other similar stores.
it's not cheap but it lasts for a long long time.",huge! really,1369612800,,,0
5,True,"05 26, 2013",AZD3ON9ZMEGL6,B000FI4S1E,,huangweixiong,"it smells good, suitable for my needs, the price is cheap, i am very satisfied. i would recommend this product to my family and close friends.",i love it,1369526400,,,0
5,True,"05 25, 2013",A2C8L2HEMJ4VT7,B000FI4S1E,,Bonnie,"this is my favorite body wash of all time. i love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. these last few bottles i was able to purchase were ridiculously overpriced yet, i still bought them. i don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash.",ile de tahiti coconut vanille moana body wash,1369440000,,,0
5,True,"05 19, 2013",ADEFD8L3I7YFR,B000FI4S1E,,Amazon Customer,"the scent is very unique and luxurious. very euro...it combines the cleanness of modern scents with something ancient. i bought it for my husband, but i secretly love it for myself. i wish i had the cologne, but it cant be shipped to my fpo address.",i love the luxurious scent..,1368921600,,,0
5,True,"05 13, 2013",A12X3J7IITW1J6,B000FI4S1E,,Sammi D,"so i love every single escada fragrance, the lotions, the body wash. this one is the one most people are like ""omg what is that smell?! it smells so amazing!"" so i say yeah thats right, escada has done it again. it is not too strong and stays on my skin for a good amount of time.",ahhh the greatest smell! ask the people i work with!,1368403200,,,0
5,True,"05 11, 2013",A2XPTXCAX8WLHU,B000FI4S1E,,Mindy Lipton,my daughter bought this for me because she knows how much i love it and sometimes its hard to find in the stores.,love it,1368230400,,,0
5,False,"04 27, 2013",A2J50ZCVKL1H9L,B000FI4S1E,,Nuni,"i am writing this in the dark of my room. my roommate came over with a bottle of this stuff from europe and whenever she would shower, i would wonder, ""what angel has fluttered down from the sky and walked into my life?"" ...because she smelt that good. so today, i decided would be the day. i got drunk (because i can't do anything as daring), and stole her soap and took a shower in it. only a wee bit. like 3 dollops and i must say, omg. i'll explain. you know, when you feel yourself hazy from an alcohol buzz, i was washed my face with it and when i opened my eyes, everything seemed brighter. this stuff actually does revitalize. and, i smell so expensive. i should probably go find another room to sleep in as i revel in this beauty. because she will be able to tell immediately. she's cool though. she's irish.",omg,1367020800,,,0
5,True,"04 18, 2013",A1UBIQNOWJJO9N,B000FI4S1E,,Diana,"i am using this product years ago
i never think that i can find it online
that's make me happy",love it,1366243200,,,0
5,True,"04 8, 2013",A3ADPDEVGNMBWN,B000FI4S1E,,JParizona,we use this in our corporate fitness shower stall.  refill the wall mounted dispenser.  no surprises if you are use to using tea tree as it doen't suds up like normal soaps nor leave a soapy residue on the skin.  perfect for our use in shower.,tea tree gallon is great for our corporate use,1365379200,,,0
5,True,"04 8, 2013",A2CPG6CY3NAYMU,B000FI4S1E,,Spenjm,i love the peaches and apricot scents from philosophy but cannot find anymore. they no longer make them. this is my favorite in bath gel and in lotions.,my favorite scent from philosophy,1365379200,,,0
5,True,"04 6, 2013",A2TZFRXV3E4D7O,B000FI4S1E,,Mr Logical,"coming from a gay male, this stuff smells really manly with that subtle spice smell mixed into the overall scent. the smell only lasts for a couple of hours after the shower but it leaves your skin soft and smelling great :) the pheromones that are infused certainly puts me in a better mood whenever i use it. i highly recommend it to any man that wants to smell and feel good and attract the ladies or other males, whatever your preferences are.",smells great and feels great,1365206400,,,0
5,True,"04 4, 2013",A2H9JIWY7JDD3J,B000FI4S1E,,Milostiva,"tired, stressed out? a shower with this will rouse your spirit.  and at the small price the best bargain in town.",a simple delight,1365033600,,,0
5,True,"04 4, 2013",A1QVOO32ZSI252,B000FI4S1E,,blondie,"i love this scent unconditional love, soft and clean. amazons value was great also for this set. thanks again for another great product!",lovely scent,1365033600,,,0
5,True,"04 3, 2013",AA0KFWC049J0U,B000FI4S1E,,Dan C.,i have not  used this yet. with that said i love their products. i am taking this to the beach with me.,philosphy,1364947200,,,0
5,True,"03 30, 2013",A1M5UWJ8H1SYHG,B000FI4S1E,,Deb Gosse,what can i say?  this is a great product.  too bad it's discontinued.  i wish dove would reconsider.  o love all the go fresh energize line.,dove energize body wash,1364601600,,,0
5,False,"03 19, 2013",A1XQ0F01CF84Y3,B000FI4S1E,,Mrs. J.,this smells yummy and love it during the fall! i have the lip gloss also which is great! i love philosophy and this is yet another goody! :),love this,1363651200,,,0
5,False,"03 12, 2013",A1PI9G3J7CJRDR,B000FI4S1E,,Adam,"i love this body wash though it's becoming harder and harder to find. one bottle lasts about 6 months for me, and the lather is amazing. more lather than any other shower gel i've ever used. the smell is amazing; not too strong, not too faint. it's too bad you can't find it anymore.",amazing lather!,1363046400,,,0
5,True,"03 11, 2013",AXCURT4DMJ5X,B000FI4S1E,,Anna Maria MCIVOR,"this was one of my favorites and still is.  i was excited to find it.  i relax every time i use it.  it arrived early, even better!",favorite fragrance,1362960000,,,0
5,True,"03 10, 2013",A39VQK6I0V3AFV,B000FI4S1E,,&amp;quot;J&amp;quot; golfer,have used for a long time and nothing has worked better. this is a winner and i will continue to purchase it.,great product,1362873600,,,0
5,True,"03 6, 2013",AE06QZ0NCSBBO,B000FI4S1E,,rose gardner,this is by far my favorite fragrance!  bath gel lasts for quite some time. i would recommend this product to anyone.,lolita lempicka perfumed foaming shower gel,1362528000,,,0
5,True,"03 4, 2013",A2IJOEZZTLRJ83,B000FI4S1E,,Linda L.,"love this!  the peppermint smells so fresh, the lotion is great and lip balm wonderful.  this makes a great christmas gift to females of all ages.",philosophy a candy cane stocking stuffer,1362355200,,,0
5,True,"03 1, 2013",A2EBR70V6P9W0N,B000FI4S1E,,karhill54,"this gel uses what feels like small seeds as the scrubbing particles. but there are too few of them to be of any real help as a body scrub. as a cranberry-scented, foaming body wash, it's out of this world heavenly! just so luscious it makes me hungry just smelling it. it's also thick and makes a lot of lather with only a minor amount of the gel on a bath sponge. at this price, if you like cranberry-scented b&b products, this will more than meet your standards.",as a scrub - 2 stars; as a scented body wash - ten ********** !!!!,1362096000,,,0
5,True,"03 1, 2013",A15IDG691XH2XI,B000FI4S1E,,Debbie Buchanan,if you love halloween and candy corn you are going to go nuts for this!!! i live it and use this all year round! thanks philosophy for this great irem,love,1362096000,,,0
5,True,"02 27, 2013",A1WME650PRYNO9,B000FI4S1E,,Shianne Vogel,this has been my very favorite for years and has never disappointed.  it's hard to find the shower gel though so i am especially pleased.,my very favorite,1361923200,,,0
5,True,"02 26, 2013",A25TLMKU5AXWHF,B000FI4S1E,,gamma,this wonderful fragrance is light and airy.  lovely aroma that many ask what is that you are wearing. hope you try it.,attenion getting fragrance.,1361836800,,,0
5,True,"02 25, 2013",A1XQ0F01CF84Y3,B000FI4S1E,,Mrs. J.,i bought this for my niece and she loved it! philosophy is great and she said this set.  smelled awesome!,great gift,1361750400,,,0
5,True,"02 18, 2013",A18KOO6VMJJ70S,B000FI4S1E,,Mer&#039;s stuff,i have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so philosophy seemed like my best bet. i love it. this scent is mild but sweet. leaves skin so soft. the lotion helps to keep the mild scent all day.,not over powering scent,1361145600,,,0
5,True,"02 17, 2013",A1LNES65GKVL0C,B000FI4S1E,,Amy C.,i bought this for my daughter.  burt's bees stuff is always good quality.  she is happy with it.  smells nice.,burt's bees shower kit,1361059200,,,0
5,True,"02 13, 2013",A1JDG0KTCUW9BT,B000FI4S1E,,GeekFreak77,"my girlfreind loves this body wash, but in the stores it is a seasonal item.  i searched high and low for it, and thankfully i found it here, as well as cheaper than from b&bw.  thanks!",fantastic!,1360713600,,,0
5,True,"02 11, 2013",AEY5YWIVK33SE,B000FI4S1E,,Rochelle in Montana,"this lotion was purchased as a gift for my daughter, who loves the scent of bergamont. the fragrance is clean & fresh and lightly lingers on the skin for hours. i will be purchasing it again.",great product,1360540800,,,0
5,True,"02 10, 2013",A59KNJGQD1ZJL,B000FI4S1E,,Martha-jean R. Johnson,"since the thymes comany stopped production of the filigree, i'm glad to have found a new source.  their stock will probably run out too, but for the time being i'm thrilled to have my favorite fragrance available.",filigree,1360454400,,,0
5,True,"11 27, 2012",A3OOKCY6BCRNAT,B000FI4S1E,,Ellie,"i love this product!! i bought it for my mom for christmas, and i haven't given it to her yet, but i love it so much and i'm sure she will too. i signed up for sms messages, but sadly they weren't sent to me..grr! but, nevertheless, the box the shampoo&body wash is in is so beautiful, and it definitely can be reused. i loved read the philosophy written on the back (there's a picture of the bottles on the back of the box)the bow it was wrapped around was a bit flimsy, but it gave it a adorable home made look. and there's the cheesy title (i heart you) which is perfect for a mother daughter moment :) definitely recommending to  all of my friends.",amazing!,1353974400,,,0
5,False,"11 11, 2012",ACA81N25RHH2N,B000FI4S1E,,L Lovera,"don't just take my word for it, you must try it. a dear friend got me this from italy 12 years ago and have been using it since, very hard to find it in the us. this shower cream will transform your shower experience, beautiful fragrance living your skin smooth and you will feel completely relax as if you just spent the day at the spa, i love it it's one luxurious treat for myself! give it a try, you won't be disappointed but buy it as soon as you find it, like i said, very hard to find it in the us.",spa in a bottle,1352592000,,,0
5,True,"10 9, 2012",A3UJNWXI82I8P7,B000FI4S1E,,LINKETTE,been using beauticontrol for some time now and i love their products.  all of their products are ph balanced so if you accidentally happen to get any in your eye(s) it will not burn or sting.,great,1349740800,,,0
5,True,"10 8, 2012",A1SC0VA3U18WUP,B000FI4S1E,,Ica2284,"i am a huge fan of molton brown products, especially the travel reviving cempaka bath & shower gel. it's a bit pricey ($28-$30) but it's worth it...especially after long, stressful days.",perfection,1349654400,,,0
5,True,"09 17, 2012",A2HYL1CITWDZJK,B000FI4S1E,,Porshia Monsanto,i love the feel of my skin after using the avon skin so soft fusions dual softening body wash.  my skin was amazingly smooth!!,excellent product,1347840000,,,0
5,False,"09 5, 2012",A2LY3LPGRERLPW,B000FI4S1E,,finicky buyer,"i had a hard time finding this product in the stores in my area. i was finally able to find it and i love it. my skin is so soft, not greasy or feeling like i need to take another shower to get it all off like so many body washes that i have used before. i have stocked up on this stuff just in case they decide to get rid of it in my store. i would highly reccomend this product to anybody that has dry itchy skin or any texture problems like i had. i no longer need to use heavy lotion and my skins clarity is much better.",another love for st. ives,1346803200,,,0
5,True,"08 15, 2012",A3ESPH5CN0GMIJ,B000FI4S1E,,Adam Howard,"this soap has a very pleasant smell, but most importantly it is very concentrated and so you don't need to use as much soap (saving you money and resources).  i used this for medical reasons (jock itch) and found that the tea tree solution helps.  however tea tree is often very costly and to be able to buy this in bulk at such a good value... i would strongly recommend.",outstanding value,1344988800,,,0
5,True,"08 8, 2012",A1WIWSI84T3543,B000FI4S1E,,Bustermamaw,"i love this product.!! it feels so good on your skin.
i tried to order again and was told they didn't know when or if they would get it back.
i would give this this a #5!!",love this body souffle,1344384000,,,0
5,False,"08 6, 2012",A3Q33D02J9UTT0,B000FI4S1E,,KG,this is a great product for pampering yourself.  i would recommend purchasing extra bottles as they make great gifts.  this product is hard to find locally.,herbaflor,1344211200,,,0
5,True,"07 28, 2012",A8CGEXNIB402C,B000FI4S1E,,"Wanda D, Patton",i purchased chanel antaeus bath and shower gel.  the process was quick and easy and i received the product when promised.,channel bath gel,1343433600,,,0
5,False,"07 11, 2012",A1GO71H0UB95WN,B000FI4S1E,,Breanne,"i just love this body wash.  the smell is so fresh and clean, just what i was always searching for.  too many other brands are just too floral or ""sweet"" for my taste, almost as though it's doubling as a perfume after the shower, but not this one.  it's so light and just...perfect.  i'm noticing a lot of reviews mentioning the reviewer's significant other loving the smell and i'm thinking maybe it's a guy thing to love a simple clean smell on a woman (not bathed in perfume) because my husband loves the faint smell of this body wash after i take a shower.  last thing i'll mention is how i love that this body wash does not dry out my skin.  i have very dry skin, and usually the combination of a hot shower and body wash leaves my skin red and itchy.  after using this, i can either forgo the lotion after my shower or just use a light moisturizer.  favorite body wash, hands down.","light, fresh smell that does not dry you out",1341964800,,,0
5,True,"03 4, 2012",A2Z54QPJOS4TQA,B000FI4S1E,,Clarkston,i use this for shaving. constantly get questioned on what i am wearing.  very light pleasant scent. bought with the lotion.,love it,1330819200,,,0
5,True,"02 11, 2011",A2D48QTM7CXR0D,B000FI4S1E,,JCC,"i have sensitive skin and i have to be careful what i use on my skin.  many products make my skin itch and sometimes i'll get a red rash or blotches (sounds lovely, huh?!)  this shower gel is very gentle, does the job and doesn't make my skin itch nor cause a rash.  the only thing i woud suggest is that they leave out the fragrance or have a fragrance free option.  although the send is not too strong and is a nice scent.",good stuff,1297382400,,,0
5,False,"09 11, 2009",A1L4ZAG36ZO15M,B000FI4S1E,,Birmingham Man,best general purpose shampoo on the market. my wife says it produces a shine in her hair she can't get from any other product. unique and lovely fragrance that characterizes the products in this line for both men and women.,penhaligon's blenheim bouquet shampoo - great !,1252627200,,,0
5,True,"08 20, 2009",A23JI9AN3N4GFK,B000FI4S1E,,J. P. Lewis,"i've used bellmira herbaflor herbal baths for years and for a relaxing bubble bath, these are the best ever! the water here is very hard & this stuff still makes bubbles like no other i've ever found. scents are mild. a must try.",fabulous bubbles...,1250726400,,,0
5,False,"08 3, 2009",A2VABJ7S3OTH4K,B000FI4S1E,,Robin DeLu,"i purposely went online to ebay to try to find this product; when i did, i ordered 4 (for now and hope to find more later when i run out).  it has this warm, sexy scent to it - just like the name says, ""amber romance"" and the scrub is a perfect all-over body scrub - not too oily so you don't slip and kill yourself in the shower and doesn't have to be premixed like other scrubs.",thrilled to find this discontinued product on ebay,1249257600,,,0
5,False,"01 7, 2009",AIIR8E34EDKCQ,B000FI4S1E,,Kasia S.,"i love this brand because the ingredients are all good enough to eat, its paraben free and best of all, no animal testing. i first found it online by doing a search for things with pumpkin in it, and now i'm on my 4th bottle of this and i also recommend the body lotion and face creams, i am slowly becoming totally enamored with this brand and always look forward to trying more things.

this wash beats soap anytime in the shower; the orange gelee collapses on itself when poured and feels cool and refreshing especially in the morning. i love the scent, its very delicate, smell like soft fruit scented air, nothing aggressive and doesn't feel too organic and strange but fancy enough. there is ginko biloba and cucumber water, green tea, chamomile, orange and of course carrots, silky aloe, cleansing dead sea water and even spirulina extract, which i have drank before but never used in products. it feels very light and my skin always feels clean but light, never dry and uncomfortable. the bottle is also large and lasts a while, which is nice.

as i get older it becomes more important to me to use as little chemicals as possible, of course in today&iexcl;s world we are bombarded with them and its hard since they appear in everything but still, ever little thing counts. parabens for example are used as preservatives and are generally considered safe because of low levels of toxicity, but lately i keep reading how traces are found in cancer lumps especially in women and simply knowing that a cosmetic doesn't have it makes me happy. and i love my cosmetics almost as much as books, the bathroom is always stacked : )

- kasia s.",eat your greens and wash with them too,1231286400,,,0
5,False,"05 20, 2006",AIIR8E34EDKCQ,B000FI4S1E,,Kasia S.,"i love using shower gels and body washes in the shower in stead of soap for their fragrant lovely non drying consistency. this shower gel by solstis is really unique; it smells like no other cosmetic i have ever used. sure many items will try and smell like an ocean, with the wet green blue artificial scent, yet they do not compare to this one.

this wash smells like the salty ocean water, sunscreen lotion, sun, sand and a slight layer of milky fruit. it's really radiant and silky on and has the most incredible fresh scent; it makes me feel as if i have entered a paradise island and im watching the sunset settling in misty colored sweet clouds as waves crash at my feet as i have never used a product that smelled this unique. at first this will smell faint, but using this with scrubby gloves or those bath poofs will yield luxe foam and a burst of some peaceful mineral rich island.",invigorating dip in the ocean,1148083200,,,0
5,False,"05 3, 2011",A2UEO5XR3598GI,B000FTYALG,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",Rich K,"hey!! i am an aqua velva man and absolutely love this stuff, been using it for over 50 years. this is a true after shave lotion classic. not quite sure how many women that have been attracted to me because of aqua velva,  i do know for sure that it's just to many to count. ha.  not sure how long this has been around but the williams company ran a paper advertisement, taken from a 1949 magazine, which features ralph bellamy of detective story and ezio pinza of south pacific for aqua velva after shave lotion. i'm sure you all remember ralph bellamy and ezio pinza from the 40's right.

there slogan was "" there is nothing like an aqua velva man "" and it seemed to work because this was a hot item when i was a young man. it's just amazing that this is still around when the vast majority of after shave lotions from that time period have disappeared over the years.

the only negative about aqua velva is it does not last very long. usually in less than an hour the aroma has dissipated. the more expensive after shave lotions and perfumes have ambergris in them which is quite expensive and comes from a sperm whale this enables the aroma to linger much longer.

at any rate this is a great classic after shave with a wonderful refreshing odor, give it a try you might just like it.

note :::; some reviewers mention this 7oz size now comes in a plastic container, i just bought one in wal-mart and it was glass.",truth is there is nothing like an aqua velva man.,1304380800,25,,0
5,True,"09 1, 2016",A3CIUOJXQ5VDQ2,B000FTYALG,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",Shelly F,as advertised. reasonably priced,five stars,1472688000,,,0
5,True,"11 14, 2013",A3H7T87S984REU,B000FTYALG,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",houserules18,like the oder and the feel when i put it on my face.  i have tried other brands but the reviews from people i know they prefer the oder of this brand. not hard on the face when dry.  does not leave dry skin.,good for the face,1384387200,,,0
1,True,"08 18, 2013",A3J034YH7UG4KT,B000FTYALG,"{'Size:': ' 7.0 oz', 'Flavor:': ' Classic Ice Blue'}",Adam,i bought this to smell nice after i shave.  when i put it on i smelled awful.  i am 19 and i smelled like a grandmother with too much perfume.,smells awful,1376784000,,,1
5,True,"05 24, 2016",A26V69GHN5DVOG,B000GLRREU,{'Size:': ' Ultra'},Sheng,"this is scientology of personal hygiene equipments. everyone outside looks at it as a crazy contraption, but every owner is loving it!",this is scientology of personal hygiene equipments. everyone outside ...,1464048000,,,0
5,True,"01 29, 2015",A1XCVKQ7EUU8TS,B000GLRREU,{'Size:': ' Ultra'},Jeffery L. Richardson,"i got this in house yesterday, and used it right away.  i found it easy to set up, and easy to use.  good results so far, and like the way my mouth feels
when through.  seems quiet like the reviews said, and with warm water mixed with scope, i rather liked it.  it definitely leaves you feeling like you have flossed well.",i found it easy to set up,1422489600,2,,0
5,True,"01 4, 2015",A2NN6H2RZENG24,B000GLRREU,{'Size:': ' Ultra'},Robert C Ross,"after extensive dental work including a seven tooth upper implant, i found flossing impracticable. my dentist suggested using this unit twice a day, and after two months it works perfectly.

it was a little tricky learning to start it in my mouth and then letting the water drizzle out without splattering, but time and habit solved everything.

just had my three month checkup and everything was sparkling clean around both the implant and my remaining teeth.

one small amusement: the carrying case has holders for four tips but the unit comes with six. luckily the fifth wheel, as it were, fits in the carrying case even though there is no slot for it.

swish and pik away!

robert c. ross
january 2015",works great,1420329600,,,0
2,True,"11 18, 2014",A3M3CQS3287AEO,B000GLRREU,{'Size:': ' Ultra'},Dirk,"i have been using this after meals since i have braces. it helps remove all the food that gets stuck around the brackets. other than that, i don't think it is that great. the orthodontist said the priority should be flossing and brushing, not the waterpik. he said the waterpik does not have enough pressure to remove plaque. this is really just for getting the big chunks of food before i brush and floss with oral-b superfloss.
before i got braces, i occasionally used the waterpik but i can't say it did much for me.
it has been a year and i have noticed a puddle of water around the waterpik after i turn it off. i think the handle is now leaking.
after my braces come off i will probably throw the waterpik away.

update: i was right. the handle does in fact leak. i could buy a replacement handle for $10 but i don't want to. overall, the waterpik lasted about a year, which is not acceptable for a $50 item.",i don't think it is that great. the orthodontist said the priority should be flossing ...,1416268800,,,1
5,True,"09 25, 2014",ALC78IZMOVRHN,B000GLRREU,{'Size:': ' Ultra'},Tom Johnson,"i bought this based largely on the features and the reviews on amazon. the hand held wp-450 model has a 2-year warranty, but i've never had the batteries last for two years. some don't make it to 18 months. the one i bought a year ago now only lasts for about 4 or 5 sessions before the charge dies. i recharge them for over 24 yours when they get week, which is what waterpik recommends. so i have two so i can use one while the other one charges. got tired of all this and got this plug in model and i wish i had done this several years ago. being tethered to the hose is not a problem at all, the hand unit is much lighter and more maneuverable than the battery model, lighter too. i use this on #7 setting on the dial and it is just about the same as my old 450 units with a fresh charge. the highest setting is really powerful! control easy to use, uses the same tips as my old units. i floss first, lightly brush with a tooth brush, then use a sonicare. after this routing my hygienist still found food under my gums during a routing cleaning! that is when i added the waterpik to my routine and they never found food after that again. amazing to see what flossing and brushing with a sonicare leaves behind. i am 67 and my gums have receded, so i need the extra flushing power of a water flosser. dental floss does not get down between the gum and base of the tooth. i recommend this for anyone who is either starting out with your first water flosser or using a rechargable unit that you don't want to replace every 18 months because the battery is failing. extra tips store in the lid to the tank. tank easy to remove for cleaning. can even be washed in the dishwasher if you remove the rubber valve/plug unit. i love the design, tube coils up and stores in the side of the unit with the handle slipping in a holder, all tucked out of the way. my teeth feel super clean even 12  hours after using this wonderful machine. well made with quality materials.",glad i got this model,1411603200,2,,0
5,True,"12 18, 2013",A1RV9UBHXPXT3W,B000GLRREU,{'Size:': ' Ultra'},Kimberly Fujioka,"i love it. although i have to admit i am quite messy. i have water marks all over my mirror. ha! ha! i need to perfect my technique. the easy pause button helps you to avoid messes, if you use it. it's light and not so big so it doesn't take up much room on the sink.",fantastic design! great function! overall excellent!,1387324800,,,0
5,True,"09 30, 2013",A3ILCNY19J5KFA,B000GLRREU,{'Size:': ' Ultra'},bjsw,product is as advertised - easy to use and hopefully beneficial to my dental health.  transaction with amazon completed with no problems.,dentist recommended,1380499200,,,0
5,False,"05 29, 2012",A2ZY49IDE6TY5I,B000GLRREU,{'Size:': ' Ultra'},R PRIUS,"when i was 16 my dentist told me to buy a waterpik as an alternative to flossing which i didn't like then or now. many years have past and i have shot through quite a few waterpik models and this is the current one i own. it is a little more evolved than its predecessors, but it still performs in pretty much the same way it always has. you fill the reservoir with water, attach the head to the handle which has a control to turn the water stream on and off, and then turn the device on to produce a spray of water as you move the head around to remove debris from between your teeth and gums. i think of the waterpik as a power washer for the teeth and gums because it forces out pressurized water to irrigate those areas.
this model has a varying speed control to increase the water pressure to whatever is comfortable and effective for the individual user. it also comes with six different tips. while i use the flossing tip, there are tips for brace wearers, people who have crowns,etc, a tongue cleaner, and a couple of other tips for specific functions.
other than eliminating the need to floss, the waterpik has been beneficial to me. my teeth are always clean, i don't have gum disease, plaque, dental decay, etc.
the waterpik is easy to use and maintain and has  paid for itself many times over since i never buy floss.",for those who want to save what nature gave them,1338249600,2,,0
